epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,8,AGIL,1.0072328874325445,0.6058242001200215,0.7536753675367537,84.0,50.438080851673966
2,8,AGIL,0.5481371018189707,0.8064811597864882,0.846984698469847,136.0,72.0
3,8,AGIL,0.34866346129738995,0.8824894981207163,0.9036903690369037,146.0,48.2078831727758
4,8,AGIL,0.24291298732235414,0.9182590568838634,0.9108910891089109,172.0,44.0
5,8,AGIL,0.1969126663432111,0.9337039259656992,0.933093309330933,130.0,42.190046219457976
6,8,AGIL,0.1588348039117018,0.9461482581093459,0.9378937893789379,182.0,36.27671429443411
7,8,AGIL,0.13629561605866833,0.9535548466567701,0.9387938793879388,92.0,20.396078054371138
8,8,AGIL,0.11715243136034488,0.9602981586178579,0.951995199519952,176.0,74.18894796396563
9,8,AGIL,0.10549477818126247,0.9639935567417327,0.9531953195319532,162.0,43.31281565541543
10,8,AGIL,0.09284687077534869,0.9686680774454376,0.9561956195619562,234.0,52.191953402799555
11,8,AGIL,0.08488231178769971,0.9708000379015193,0.9540954095409541,154.0,44.76605857119878
12,8,AGIL,0.07969512611289654,0.9723318909699631,0.9543954395439544,156.0,70.8801805866774
13,8,AGIL,0.07288527473706616,0.9749849973153091,0.957995799579958,124.0,42.708313008125245
14,8,AGIL,0.06611856994791873,0.9774012191655349,0.960996099609961,154.0,54.4426303552648
15,8,AGIL,0.06146200941804686,0.9785066801427624,0.9564956495649565,158.0,57.584720195551874
16,8,AGIL,0.059128035008267237,0.980243833106977,0.957995799579958,130.0,44.94441010848846
17,8,AGIL,0.05374468828935549,0.981380878683554,0.960996099609961,170.0,71.69379331573968
18,8,AGIL,0.05346704474135112,0.9822968320646852,0.9621962196219622,180.0,44.721359549995796
19,8,AGIL,0.0486015903205962,0.9832601623448407,0.963996399639964,134.0,28.35489375751565
20,8,AGIL,0.04674972967937095,0.984176115725972,0.9612961296129613,178.0,58.27520913733386
