epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,28,AGIL,0.7784847013480312,0.7060466922969661,0.8063203708960166,130.0,57.445626465380286
2,28,AGIL,0.4308595565651919,0.8460538634688552,0.876336455672249,120.0,34.64101615137755
3,28,AGIL,0.27963463188093957,0.9025517419971714,0.9030182609518402,70.0,25.69046515733026
4,28,AGIL,0.19756468476391853,0.932217485707456,0.9258207966695051,150.0,32.55764119219941
5,28,AGIL,0.15309426091999193,0.9474014461863309,0.9376478380168417,104.0,28.0
6,28,AGIL,0.12294428643035175,0.9576153861476863,0.9440817485097928,150.0,48.373546489791295
7,28,AGIL,0.10723803962131404,0.9626451664309476,0.9496641120257356,124.0,36.66060555964672
8,28,AGIL,0.09532501045980694,0.9669528495448297,0.9541110795723342,128.0,28.5657137141714
9,28,AGIL,0.08501228060378099,0.9703641361725862,0.9531649162645472,172.0,47.49736834815167
10,28,AGIL,0.07640425686152845,0.973800322702735,0.9534487652568834,130.0,38.2099463490856
11,28,AGIL,0.07090671436711221,0.9754984960458954,0.9543003122338916,192.0,42.14261501141095
12,28,AGIL,0.06569456251940355,0.9771767494671421,0.9564764878418015,200.0,42.89522117905443
13,28,AGIL,0.060829047878810445,0.9792434413657098,0.9556249408647932,128.0,33.704599092705436
14,28,AGIL,0.058779839844512495,0.9799057787693473,0.9577065001419245,170.0,40.24922359499622
15,28,AGIL,0.05437927023120273,0.9815591322882015,0.9599772920806131,150.0,46.69047011971501
16,28,AGIL,0.052787695324184536,0.9821218700822693,0.9571388021572523,144.0,36.66060555964672
17,28,AGIL,0.05002691432139386,0.9830132865879165,0.9543949285646702,166.0,42.941821107167776
18,28,AGIL,0.04578833677475273,0.9843827812194976,0.9612073043807361,176.0,70.31358332498779
19,28,AGIL,0.04569611198750011,0.9846019003605506,0.9606396063960639,252.0,58.787753826796276
20,28,AGIL,0.04314753665505851,0.9854684169638055,0.9620588513577444,172.0,60.794736614282655
