epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,28,None,0.8715090895622356,0.6643891555945101,0.7758539123852777,62.0,18.867962264113206
2,28,None,0.47907004401846753,0.8319107189099819,0.865266344971142,64.0,19.595917942265423
3,28,None,0.3025719574573674,0.8978357004840541,0.903396726274955,80.0,20.0
4,28,None,0.21208015188928908,0.9294685364833369,0.9190084208534393,118.0,27.49545416973504
5,28,None,0.16647877922593182,0.9436316009641242,0.9342416501088088,114.0,40.049968789001575
6,28,None,0.13893478646720372,0.9528246449273919,0.9416217239095468,118.0,37.36308338453881
7,28,None,0.11999051019524733,0.9590247206230952,0.9476771690793832,108.0,38.157568056677825
8,28,None,0.10505771301812175,0.9642885599888449,0.9432302015327846,134.0,26.90724809414742
9,28,None,0.095660377862774,0.9674608075536344,0.9516510549720881,126.0,36.932370625238775
10,28,None,0.08665484897065848,0.9702346566801459,0.9464471567792601,82.0,28.91366458960192
11,28,None,0.08088267386334819,0.9724258480906754,0.9464471567792601,156.0,45.43126676640219
12,28,None,0.0756158037045304,0.9739796019999601,0.9540164632415555,136.0,32.0
13,28,None,0.0693330021772448,0.9762006732933607,0.9503264263411865,76.0,26.5329983228432
14,28,None,0.06599826115474222,0.9771767494671421,0.9526918346106538,104.0,43.634848458542855
15,28,None,0.06360996302496043,0.9783420648991056,0.9507048916643013,90.0,30.0
16,28,None,0.05912697832887528,0.9797215194916435,0.9556249408647932,146.0,55.89275444992848
17,28,None,0.05458529219092184,0.9811308539670525,0.9551518592108998,182.0,44.22668877499196
18,28,None,0.05545849024241224,0.9813001733033206,0.9561926388494654,72.0,27.129319932501073
19,28,None,0.0516046712197682,0.9827443676420788,0.9545841612262277,142.0,42.37924020083418
20,28,None,0.050552969718041886,0.9832025258460987,0.955719557195572,152.0,41.182520563948
