epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,4,None,1.219311862023487,0.5022524855012428,0.6330545991146089,80.0,0.0
2,4,None,0.7608790248508975,0.7208989229494615,0.7919331037875061,68.0,24.0
3,4,None,0.44492363991476624,0.8482290803645401,0.8730939498278406,88.0,18.33030277982336
4,4,None,0.3151532360464458,0.8953500414250207,0.8927693064436792,88.0,22.271057451320086
5,4,None,0.2374773001562196,0.920774647887324,0.9001475651746188,98.0,26.0
6,4,None,0.20183055986771428,0.9328137945318973,0.9158878504672897,76.0,8.0
7,4,None,0.16272200052661154,0.94480115990058,0.9286768322675848,102.0,43.31281565541543
8,4,None,0.13985969131780046,0.9529567108533554,0.9296606000983768,70.0,16.1245154965971
9,4,None,0.12136149878653002,0.9587044324772163,0.9360550909985244,106.0,28.35489375751565
10,4,None,0.10469441718322339,0.9638566694283347,0.9399901623216921,114.0,22.0
11,4,None,0.09425305136245642,0.9673777961888981,0.9493359567142154,104.0,39.7994974842648
12,4,None,0.08378178123214962,0.9705105633802817,0.9434333497294638,112.0,22.271057451320086
13,4,None,0.0779269808639449,0.9734879867439934,0.9444171175602558,134.0,18.0
14,4,None,0.0701461088254912,0.9767243164871583,0.940973930152484,100.0,29.664793948382652
15,4,None,0.06338790462174096,0.9781224109362054,0.9508116084604034,74.0,23.748684174075834
16,4,None,0.06111873094341235,0.9790803645401823,0.9522872602065913,142.0,32.802438933713454
17,4,None,0.06209619246367689,0.978407207953604,0.9473684210526315,116.0,40.792156108742276
18,4,None,0.055895770104430684,0.980763256006628,0.9493359567142154,104.0,23.323807579381203
19,4,None,0.05155463020726977,0.9818765534382767,0.9537629119527792,124.0,36.66060555964672
20,4,None,0.04705664209632609,0.9840772576636289,0.9522872602065913,96.0,19.595917942265423
