epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,2,AGIL,1.3380046181805416,0.46210086541330947,0.5453257790368272,0.0,0.0
2,2,AGIL,0.9543493580227644,0.6384661295135781,0.7110481586402266,0.0,0.0
3,2,AGIL,0.6053420945766327,0.783422858848105,0.8158640226628895,24.0,26.5329983228432
4,2,AGIL,0.40764742862000747,0.8634735899731424,0.8597733711048159,158.0,18.867962264113206
5,2,AGIL,0.28253327859707356,0.9027156072814085,0.8881019830028328,92.0,20.396078054371138
6,2,AGIL,0.25043346134985217,0.9127126230975828,0.9036827195467422,124.0,58.51495535331117
7,2,AGIL,0.20323747221710645,0.9286780065652044,0.9220963172804533,78.0,20.8806130178211
8,2,AGIL,0.17447255921342486,0.9386750223813787,0.9220963172804533,172.0,59.464274989274024
9,2,AGIL,0.14878177083861965,0.9489704565801254,0.93342776203966,78.0,20.8806130178211
10,2,AGIL,0.1354142055426808,0.9540435690838556,0.9291784702549575,108.0,31.240998703626616
11,2,AGIL,0.12295607618167129,0.9553118472097881,0.9419263456090652,104.0,26.5329983228432
12,2,AGIL,0.11728907580412669,0.9577737988660101,0.9320113314447592,126.0,29.732137494637012
13,2,AGIL,0.10581311014998104,0.9622500746045957,0.9376770538243626,200.0,66.332495807108
14,2,AGIL,0.10277626717919487,0.9643390032826022,0.9348441926345609,188.0,39.191835884530846
15,2,AGIL,0.08996866353498718,0.9687406744255446,0.9348441926345609,112.0,68.81860213634101
16,2,AGIL,0.08693135340546039,0.9688898836168308,0.9504249291784702,138.0,22.715633383201094
17,2,AGIL,0.07964325241768976,0.97224709042077,0.9447592067988668,144.0,57.82732917920384
18,2,AGIL,0.07221015074499612,0.9744852282900627,0.9475920679886686,176.0,57.1314274283428
19,2,AGIL,0.0729844133197034,0.9744852282900627,0.9560906515580736,90.0,30.0
20,2,AGIL,0.05733396453542234,0.9794091316025068,0.953257790368272,154.0,45.65084884205331
