epoch,loss
1,989.0964329998868
2,951.2537363193973
3,933.2792597465887
4,919.9038385346417
5,909.7979415775774
6,901.9058919864333
7,895.7825126925502
8,890.6689697881312
9,886.5956350614459
10,883.0521230562268
11,879.9864216251559
12,877.5398976739734
13,875.3686426674828
14,873.2296516659869
15,871.5645286412768
16,870.027912540622
17,868.6298602879305
18,867.3099206653418
19,866.1914866179304
20,864.9680764302971
21,864.0981086425323
22,863.1461571884149
23,862.2740918045295
24,861.5066976669281
25,860.7981460989633
26,859.9653751938082
27,859.3667320654339
28,858.8253208356507
29,858.2271216278749
30,857.6629451792204
31,857.0679407256415
32,856.6011645125504
33,856.097763385747
34,855.6239382480761
35,855.2293053868704
36,854.8786379603074
37,854.4279265379291
38,853.9527759159722
39,853.783075053821
40,853.2426965273999
41,853.0814893675961
42,852.6598175494473
43,852.3630996972685
44,852.1074611593552
45,851.7453475521323
46,851.4300081272324
47,851.1778221509326
48,850.9886342215908
49,850.6770193150774
50,850.4283070594252
51,850.2777520689241
52,850.0234518063985
53,849.6989000467888
54,849.6010822715592
55,849.3632314937687
56,849.0912243476166
57,848.9396737873649
58,848.7585949537093
59,848.5780461057659
60,848.4767755266002
61,848.2530763093645
62,848.0848094452615
63,847.9816290055753
64,847.7868472400957
65,847.577721737612
66,847.3948698091111
67,847.2711260702301
68,847.0939357106976
69,847.0399030393929
70,846.9090358237461
71,846.7985430318413
72,846.6355302102713
73,846.5180470131552
74,846.3389713904145
75,846.2697673939764
76,846.0556768931222
77,845.9798162717308
78,845.8577449483396
79,845.751501661198
80,845.6307751059863
81,845.4918631547264
82,845.4119200762626
83,845.2113063380066
84,845.168498908354
85,845.150211200132
86,844.9476023422508
87,844.9869306899963
88,844.7322043212296
89,844.7444185264791
90,844.5222498089207
91,844.5507170261684
92,844.3310453357163
93,844.3517556218197
94,844.2467175499515
95,844.1881643437607
96,844.0906819826473
97,843.9409096361777
98,843.8669046647062
99,843.7741518558348
100,843.7542642292462
101,843.5988178659103
102,843.5909125771223
103,843.4435433603185
104,843.4304778536368
105,843.3799451143902
106,843.2433575493637
107,843.1771144802917
108,843.1834553338264
109,843.0629121222462
110,843.0389028478311
111,842.9313340046427
112,842.8735012331541
113,842.7590458018246
114,842.6444646611823
115,842.7098909509646
116,842.558023606323
117,842.5028416526046
118,842.4870696459358
119,842.433765324861
120,842.4051987667526
121,842.2601420207703
122,842.2424392483093
123,842.1544449300004
124,842.0662949510869
125,842.0394409061126
126,842.0262463017606
127,841.9324559971541
128,841.9092607636783
129,841.8940599396581
130,841.799502873036
131,841.7484755490295
132,841.6605499754824
133,841.6097938875212
134,841.5613488185253
135,841.5370089306871
136,841.4999337991065
137,841.422189721007
138,841.3835475676643
139,841.3773677287137
140,841.2798602991626
141,841.2010118692272
142,841.1993126391203
143,841.1345152713461
144,841.0716916114401
145,841.0232286282458
146,840.9497826192875
147,840.9680694590999
148,840.9297411885149
149,840.9222737570581
150,840.8284065851999
