run_time,epoch,score,std,num_eval,last_train_acc,last_val_acc,last_train_loss,last_val_loss,num_episodes,incremental,gaze_method,learning_rate,method,env,last_save_dir
2026_02_26_21_48_14,1,80.0,0.0,1,0.18245671349232276,0.15155807365439095,2.0538049167529,1.8738572290193596,1,True,BC,0.001,BC + None + normal,Seaquest,
2026_02_26_21_48_14,2,0.0,0.0,1,0.2430578242404443,0.28895184135977336,1.7999687680462846,1.7498667810861517,1,True,BC,0.001,BC + None + normal,Seaquest,
2026_02_26_21_48_14,3,100.0,0.0,1,0.34086839749328557,0.40226628895184136,1.6042056545077137,1.4542141349052236,2,True,BC,0.001,BC + None + normal,Seaquest,models/Seaquest/BC/2026_02_26_21_48_14/seed1_lr_0.001_nep2_zdim256/ep2
2026_02_26_21_48_14,4,100.0,0.0,1,0.48045359594151,0.5339943342776204,1.2769341749491816,1.1692122467516501,2,True,BC,0.001,BC + None + normal,Seaquest,models/Seaquest/BC/2026_02_26_21_48_14/seed1_lr_0.001_nep2_zdim256/ep2
