epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,1,None,1.6863257329032595,0.2984977139124755,0.3993808049535604,78.0,16.61324772583615
2,1,None,1.203748711840457,0.5194317439581972,0.6408668730650154,82.0,6.0
3,1,None,0.8914454668507242,0.6650881776616591,0.7678018575851393,98.0,27.49545416973504
4,1,None,0.6617632362672817,0.7629000653167864,0.8421052631578947,78.0,18.867962264113206
5,1,None,0.4545949884951309,0.8424232527759634,0.8885448916408669,84.0,19.595917942265423
6,1,None,0.3131375202628073,0.8954931417374266,0.9164086687306502,80.0,15.491933384829668
7,1,None,0.2810502646990962,0.9044741998693664,0.9102167182662538,84.0,8.0
8,1,None,0.19906450760356745,0.9327237099934683,0.9287925696594427,86.0,26.90724809414742
9,1,None,0.1817139795623053,0.9384389288047028,0.9442724458204335,96.0,32.0
10,1,None,0.145598597586116,0.9498693664271718,0.9473684210526315,96.0,12.0
11,1,None,0.13441338900605657,0.9555845852384063,0.9442724458204335,100.0,17.88854381999832
12,1,None,0.12531608878923817,0.9557478772044415,0.9473684210526315,98.0,14.0
13,1,None,0.12583572313841615,0.9591770084911823,0.9535603715170279,120.0,60.0
14,1,None,0.09600719909295002,0.9665251469627695,0.9659442724458205,102.0,22.715633383201094
15,1,None,0.0863700466440987,0.9715871979098628,0.9535603715170279,102.0,18.867962264113206
16,1,None,0.08226971847025262,0.9725669497060745,0.9597523219814241,116.0,21.540659228538015
17,1,None,0.08477190107710605,0.9715871979098628,0.9442724458204335,88.0,9.797958971132712
18,1,None,0.06967940673494868,0.9763226649248857,0.9721362229102167,82.0,30.265491900843113
19,1,None,0.06892335160856228,0.9774657086871326,0.9721362229102167,90.0,16.1245154965971
20,1,None,0.06228517618329598,0.977139124755062,0.9628482972136223,86.0,12.806248474865697
