epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,16,AGIL,0.8605909502032351,0.6741289636583938,0.7911055433761353,126.0,76.44605941446557
2,16,AGIL,0.45813314707828023,0.8379175905243116,0.868462261196367,126.0,49.03060268852505
3,16,AGIL,0.2909135474239455,0.8999183982987282,0.909489508299405,180.0,57.96550698475775
4,16,AGIL,0.207335760334432,0.9300121166162495,0.9307860945818979,144.0,26.5329983228432
5,16,AGIL,0.16110449625514742,0.9458708714896844,0.9390854995302224,130.0,41.23105625617661
6,16,AGIL,0.13435121909699077,0.9542206213268931,0.9445662386470404,170.0,79.12016177940993
7,16,AGIL,0.11200998333380253,0.9614823484804774,0.9502035703100532,186.0,43.86342439892262
8,16,AGIL,0.10119810460408762,0.9656448595049497,0.9549013466958973,156.0,60.530983801686226
9,16,AGIL,0.08967684508172037,0.9686698922692691,0.9517694957720012,162.0,62.89674077406555
10,16,AGIL,0.08036790833434412,0.9722554215675769,0.9512997181334168,212.0,55.281099844341014
11,16,AGIL,0.07487789773540927,0.9743572835700333,0.9575634199812089,214.0,52.191953402799555
12,16,AGIL,0.06880061412177242,0.9759810749993818,0.9599123081741309,176.0,49.63869458396343
13,16,AGIL,0.061027631854667766,0.979105018916758,0.9594425305355465,152.0,40.19950248448356
14,16,AGIL,0.05827125565849042,0.9792698708385194,0.9564672721578453,152.0,29.93325909419153
15,16,AGIL,0.05538406047966587,0.9810420289974531,0.9602254932665205,166.0,45.65084884205331
16,16,AGIL,0.05260437808539003,0.9820393831241088,0.9613216410898842,198.0,26.0
17,16,AGIL,0.04999241442078559,0.9829213409055316,0.9575634199812089,220.0,74.29670248402684
18,16,AGIL,0.0478900707331136,0.9837208727260738,0.9633573441904165,170.0,51.57518783291051
19,16,AGIL,0.04630230977948777,0.9845698601231444,0.9597557156279362,136.0,40.792156108742276
20,16,AGIL,0.04075202323914742,0.9859051606894107,0.9619480112746633,142.0,36.27671429443411
