epoch,num_episodes,gaze_method,train_loss,train_acc,val_acc,mean_reward,std_reward
1,2,None,1.4535865863021968,0.3965234258430319,0.5084985835694051,102.0,20.8806130178211
2,2,None,1.0084393934789468,0.6064607579826917,0.7379603399433428,80.0,0.0
3,2,None,0.6233546061503001,0.7787973739182333,0.8172804532577904,98.0,24.413111231467404
4,2,None,0.3987907561143097,0.8650402864816473,0.8541076487252125,82.0,6.0
5,2,None,0.29105521381452737,0.8992091912861833,0.8951841359773371,76.0,8.0
6,2,None,0.2367245787579563,0.9191286183228887,0.9093484419263456,80.0,8.94427190999916
7,2,None,0.1900507702876546,0.9361384661295136,0.8980169971671388,138.0,32.802438933713454
8,2,None,0.16497631381248865,0.944643390032826,0.9277620396600567,86.0,20.09975124224178
9,2,None,0.14577436732626858,0.9498657117278424,0.9164305949008499,94.0,26.90724809414742
10,2,None,0.13123656263932368,0.9533721277230678,0.9192634560906515,82.0,24.413111231467404
11,2,None,0.11680778154007751,0.9608325872873769,0.9305949008498584,108.0,13.2664991614216
12,2,None,0.09978203270478733,0.966577141151895,0.9405099150141643,86.0,12.806248474865697
13,2,None,0.10004295587041634,0.9647866308564608,0.9461756373937678,84.0,12.0
14,2,None,0.08685952347851411,0.9694867203819755,0.9390934844192634,102.0,26.0
15,2,None,0.07593034026281081,0.9735899731423455,0.943342776203966,88.0,13.2664991614216
16,2,None,0.06508201611056252,0.9767233661593554,0.953257790368272,82.0,6.0
17,2,None,0.06732318236072075,0.9778424350940018,0.9447592067988668,92.0,20.396078054371138
18,2,None,0.056612008882970535,0.9797821545807222,0.9405099150141643,98.0,20.8806130178211
19,2,None,0.05217016030517631,0.9823933154282304,0.9447592067988668,108.0,18.33030277982336
20,2,None,0.050426083722245475,0.9821695016413011,0.9447592067988668,90.0,13.416407864998739
